Registration Number,Location Status,Licensee Name,Call Sign,Earth Station Latitude DMS,Earth Station Longitude DMS,Earth Station Latitude Decimal,Earth Station Longitude Decimal,Lower Frequency (MHz),Upper Frequency (MHz),Pointing Azimuth (degrees),Pointing Elevation Angle (degrees),Antenna Gain (dBi),Earth Station Site Elevation (meters),Earth Station Height AGL (meters),Earth Station Height AMSL (meters),GSO Satellite Longitude Decimal Degrees,Use for Tracking Telemetry and Command,Certification Date,Registration Last Updated,Call Sign Last Updated
FSS0001012,Inactive,Intelsat License LLC,KA00,"N34 24' 22""","W118 53' 34""",34.41,-118.89,"3,700.00","4,200.00",212,24,50.5,306,11.3,317.3,0,FALSE,7/2/2018,5/23/2019 8:22,5/23/2019 8:22
FSS0001020,Active,Intelsat License LLC,E990334,"N34 24' 21""","W118 53' 37""",34.41,-118.89,"3,700.00","4,200.00",187.2,49.8,50.5,306,11.3,317.3,-123,TRUE,12/1/2023,12/1/2023 21:10,12/1/2023 21:10
FSS0001024,Active,Intelsat License LLC,KA269,"N21 40' 18""","W158 02' 04""",21.67,-158.03,"3,625.00","3,700.00",240.3,45.1,50.1,144.8,9.8,154.6,169,TRUE,12/1/2023,12/1/2023 21:17,12/1/2023 21:17
FSS0001026,Active,Intelsat License LLC,E020314,"N33 47' 45""","W117 05' 14""",33.8,-117.09,"3,625.00","3,700.00",105.1,12.8,54.8,548.6,17.4,566,-53,TRUE,12/1/2023,12/1/2023 20:42,12/1/2023 20:42
FSS0001028,Active,Intelsat License LLC,KA270,"N21 40' 18""","W158 02' 05""",21.67,-158.03,"3,625.00","4,200.00",240.2,45.2,50.1,144.8,9.8,154.6,169,TRUE,12/1/2023,12/1/2023 21:19,12/1/2023 21:19
FSS0001030,Active,Intelsat License LLC,KA268,"N21 40' 17""","W158 02' 03""",21.67,-158.03,"3,625.00","4,200.00",227.5,54.5,50.1,144.8,9.8,154.6,180,TRUE,12/1/2023,12/1/2023 21:16,12/1/2023 21:16
FSS0001032,Active,Intelsat License LLC,KA262,"N39 35' 56""","W77 45' 22""",39.6,-77.76,"3,625.00","3,700.00",241.2,22.1,55,165.5,16.5,182,-127,FALSE,12/4/2023,12/4/2023 16:25,12/4/2023 16:25
FSS0001034,Active,Intelsat License LLC,KA262,"N39 35' 56""","W77 45' 22""",39.6,-77.76,"3,625.00","3,700.00",117.9,21.4,55,165.5,16.5,182,-135,FALSE,12/4/2023,12/4/2023 16:26,12/4/2023 16:26
FSS0001036,Active,Intelsat License LLC,KA262,"N39 35' 56""","W77 45' 22""",39.6,-77.76,"3,625.00","3,700.00",140.6,36,55,165.5,16.5,182,-50.1,FALSE,12/4/2023,12/4/2023 16:27,12/4/2023 16:27
FSS0001038,Active,Intelsat License LLC,E950307,"N38 14' 43""","W122 16' 51""",38.25,-122.28,"3,625.00","3,700.00",256.4,7.9,55,7.6,15.4,23,169,TRUE,12/1/2023,12/1/2023 21:07,12/1/2023 21:07
FSS0001040,Active,Intelsat License LLC,KA265,"N21 40' 15""","W158 02' 03""",21.67,-158.03,"3,625.00","4,200.00",243,42.4,50.1,144.8,9.8,154.6,166,TRUE,12/1/2023,12/1/2023 21:14,12/1/2023 21:14
FSS0001042,Active,Intelsat License LLC,E030082,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","3,700.00",241.2,22.1,54.8,164,16.4,180.4,-127,TRUE,12/1/2023,12/1/2023 20:45,12/1/2023 20:45
FSS0001044,Active,Intelsat License LLC,E030103,"N39 35' 59""","W77 45' 18""",39.6,-77.76,"3,625.00","3,700.00",117.9,21.4,54.8,164,16.4,180.4,-27.5,TRUE,12/1/2023,12/1/2023 20:48,12/1/2023 20:48
FSS0001046,Active,Intelsat License LLC,E030101,"N39 36' 00""","W77 45' 17""",39.6,-77.75,"3,625.00","3,700.00",121.4,24.3,54.8,164,16.4,180.4,-31.5,TRUE,12/1/2023,12/1/2023 20:47,12/1/2023 20:47
FSS0001048,Active,Intelsat License LLC,E030071,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","3,700.00",124.1,26.3,54.8,163,16.4,179.4,-34.5,TRUE,12/1/2023,12/1/2023 20:44,12/1/2023 20:44
FSS0001050,Active,Intelsat License LLC,KA261,"N39 35' 57""","W77 45' 21""",39.6,-77.76,"3,625.00","4,200.00",119.6,22.9,55,166,17.4,183.4,-29.5,TRUE,12/4/2023,12/4/2023 16:38,12/4/2023 16:38
FSS0001052,Active,Intelsat License LLC,E030100,"N39 35' 59""","W77 45' 17""",39.6,-77.75,"3,625.00","3,700.00",110.4,14.4,54.8,164,16.4,180.4,-18,TRUE,12/1/2023,12/1/2023 20:47,12/1/2023 20:47
FSS0001054,Active,Intelsat License LLC,KA266,"N21 40' 16""","W158 02' 03""",21.67,-158.03,"3,625.00","4,200.00",98.1,10.9,50.1,144.8,9.8,154.6,-89,TRUE,12/1/2023,12/1/2023 21:15,12/1/2023 21:15
FSS0001056,Active,Intelsat License LLC,KA267,"N21 40' 16""","W158 02' 03""",21.67,-158.03,"3,625.00","4,200.00",116.1,41.4,50.1,144.8,9.8,154.6,-121,TRUE,12/1/2023,12/1/2023 21:16,12/1/2023 21:16
FSS0001058,Active,Intelsat License LLC,E020169,"N33 47' 46""","W117 05' 15""",33.8,-117.09,"3,625.00","3,700.00",106.8,14.9,54.8,550,17.4,567.4,-55.5,TRUE,12/1/2023,12/1/2023 20:35,12/1/2023 20:35
FSS0001060,Active,Intelsat License LLC,E000355,"N39 35' 57""","W77 45' 21""",39.6,-77.76,"3,700.00","4,200.00",119.6,22.9,50.5,166,6.1,172.1,-29.5,TRUE,12/4/2023,12/4/2023 16:02,12/4/2023 16:02
FSS0001062,Active,Intelsat License LLC,E010113,"N34 24' 17""","W118 53' 39""",34.4,-118.89,"3,700.00","4,200.00",136.9,40.2,50.1,262,11.1,273.1,-91,TRUE,12/1/2023,12/1/2023 20:31,12/1/2023 20:31
FSS0001064,Active,Intelsat License LLC,E020309,"N39 16' 34""","W104 48' 26""",39.28,-104.81,"3,700.00","4,200.00",212.8,39,46,"2,085.00",8,"2,093.00",-127,TRUE,12/1/2023,12/1/2023 20:39,12/1/2023 20:39
FSS0001066,Active,Intelsat License LLC,E030012,"N39 16' 40""","W104 48' 27""",39.28,-104.81,"3,700.00","4,200.00",212.8,39,46,"2,085.00",8,"2,093.00",-127,TRUE,12/4/2023,12/4/2023 16:11,12/4/2023 16:11
FSS0001068,Active,Intelsat License LLC,E030012,"N39 16' 34""","W104 48' 25""",39.28,-104.81,"3,700.00","4,200.00",118.1,21.9,43.8,"2,085.00",6.6,"2,091.60",-55.5,TRUE,12/4/2023,12/4/2023 16:11,12/4/2023 16:11
FSS0001070,Active,Intelsat License LLC,E030175,"N33 39' 51""","W84 16' 25""",33.66,-84.27,"3,700.00","4,200.00",237.2,31.7,50.2,244,11.3,255.3,-125,TRUE,12/1/2023,12/1/2023 20:49,12/1/2023 20:49
FSS0001072,Active,Intelsat License LLC,E030307,"N33 39' 50""","W84 16' 24""",33.66,-84.27,"3,625.00","4,200.00",192,50.2,52.2,240.8,13,253.8,-91,TRUE,12/1/2023,12/1/2023 20:51,12/1/2023 20:51
FSS0001074,Active,Intelsat License LLC,E040174,"N39 16' 34""","W104 48' 28""",39.28,-104.81,"3,700.00","3,705.00",210.2,39.9,50.2,"2,088.00",11,"2,099.00",-125,TRUE,12/1/2023,12/1/2023 20:54,12/1/2023 20:54
FSS0001077,Active,Intelsat License LLC,E050311,"N39 16' 36""","W104 48' 30""",39.28,-104.81,"3,700.00","4,200.00",212.8,39,43.8,"2,088.00",6.6,"2,094.60",-127,TRUE,12/1/2023,12/1/2023 20:55,12/1/2023 20:55
FSS0001079,Active,Intelsat License LLC,E060388,"N33 47' 48""","W117 05' 20""",33.8,-117.09,"3,700.00","4,200.00",254.1,13.8,55.1,560,17.5,577.5,180,TRUE,12/1/2023,12/1/2023 20:56,12/1/2023 20:56
FSS0001081,Active,Intelsat License LLC,E150002,"N39 35' 53""","W77 45' 20""",39.6,-77.76,"3,700.00","4,200.00",140.5,36,55.1,170,16.4,186.4,-50,TRUE,12/1/2023,12/1/2023 20:57,12/1/2023 20:57
FSS0001083,Active,Intelsat License LLC,E2178,"N34 24' 20""","W118 53' 37""",34.41,-118.89,"3,700.00","4,200.00",147.4,44.7,53.1,313.9,14.8,328.7,-99,TRUE,12/1/2023,12/1/2023 20:57,12/1/2023 20:57
FSS0001085,Active,Intelsat License LLC,E2178,"N34 24' 20""","W118 53' 38""",34.41,-118.89,"3,700.00","4,200.00",183.7,50,53.1,313.9,14.8,328.7,-121,TRUE,12/1/2023,12/1/2023 20:57,12/1/2023 20:57
FSS0001087,Active,Intelsat License LLC,E940333,"N33 39' 50""","W84 16' 20""",33.66,-84.27,"3,700.00","4,200.00",124.1,32.8,53.5,237.7,14.9,252.6,-45,TRUE,12/1/2023,12/1/2023 21:06,12/1/2023 21:06
FSS0001089,Active,Intelsat License LLC,E950508,"N33 39' 50""","W84 16' 22""",33.66,-84.27,"3,700.00","4,200.00",202.1,48.5,46.5,236,8.1,244.1,-97,TRUE,12/4/2023,12/4/2023 16:37,12/4/2023 16:37
FSS0001091,Active,Intelsat License LLC,E970392,"N33 39' 51""","W84 16' 24""",33.66,-84.27,"3,700.00","4,200.00",244,25.4,49.6,244,11,255,-133,TRUE,12/1/2023,12/1/2023 21:09,12/1/2023 21:09
FSS0001093,Active,Intelsat License LLC,E990091,"N33 39' 52""","W84 16' 23""",33.66,-84.27,"3,700.00","4,200.00",239,30.2,49.6,246,11,257,-127,TRUE,12/1/2023,12/1/2023 21:10,12/1/2023 21:10
FSS0001096,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",110.4,14.4,54.8,166.1,18,184.1,-18,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001099,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",115.5,19.2,54.8,166.1,18,184.1,-24.5,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001101,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",117.9,21.4,54.8,166.1,18,184.1,-27.5,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001103,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",119.6,22.9,54.8,166.1,18,184.1,-29.5,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001106,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",121.4,24.3,54.8,166.1,18,184.1,-31.5,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001108,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",124.1,26.4,54.8,166.1,18,184.1,-34.5,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001110,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",132.6,31.9,54.8,166.1,18,184.1,-42.98,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001112,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",134.7,33.1,54.8,166.1,18,184.1,-45,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001114,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",140.6,36,54.8,166.1,18,184.1,-50.1,TRUE,12/4/2023,12/4/2023 16:23,12/4/2023 16:23
FSS0001116,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",144.1,37.5,54.8,166.1,18,184.1,-53,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001118,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",147.3,38.7,54.8,166.1,18,184.1,-55.5,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001120,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",150.6,39.8,54.8,166.1,18,184.1,-58,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001122,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",197.3,42.7,54.8,166.1,18,184.1,-89,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001124,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",200.3,42.2,54.8,166.1,18,184.1,-91,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001126,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",203.3,41.5,54.8,166.1,18,184.1,-93.1,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001128,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",208.7,40,54.8,166.1,18,184.1,-97,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001130,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",211.4,39.2,54.8,166.1,18,184.1,-99,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001132,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",228.8,44.7,54.8,166.1,18,184.1,66.13,TRUE,12/4/2023,12/4/2023 16:22,12/4/2023 16:22
FSS0001134,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",235.9,26.4,54.8,166.1,18,184.1,-121,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001136,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",237.7,25,54.8,166.1,18,184.1,-123,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001138,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",256.4,23.7,54.8,166.1,18,184.1,-125,TRUE,12/4/2023,12/4/2023 16:24,12/4/2023 16:24
FSS0001141,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",241.2,22.1,54.8,166.1,18,184.1,-127,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001143,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",242.9,20.7,54.8,166.1,18,184.1,-129,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001145,Active,Intelsat License LLC,E100118,"N39 35' 58""","W77 45' 17""",39.6,-77.75,"3,625.00","4,200.00",246.1,17.8,54.8,166.1,18,184.1,-133,TRUE,12/4/2023,12/4/2023 16:19,12/4/2023 16:19
FSS0001147,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",110.4,14.4,55.6,171.3,30,201.3,-18,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001149,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",115.5,19.2,55.6,171.3,30,201.3,-24.5,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001151,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",117.9,21.4,55.6,171.3,30,201.3,-27.5,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001153,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",121.4,24.3,55.6,171.3,30,201.3,-31.5,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001155,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",119.6,22.9,55.6,171.3,30,201.3,-29.5,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001157,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",124.1,26.4,55.6,171.3,30,201.3,-34.5,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001159,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",132.6,31.9,55.6,171.3,30,201.3,-42.98,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001161,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",134.7,33.1,55.6,171.3,30,201.3,-45,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001163,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",140.6,36,55.6,171.3,30,201.3,-50.1,TRUE,12/4/2023,12/4/2023 16:29,12/4/2023 16:29
FSS0001165,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",144.1,37.5,55.6,171.3,30,201.3,-53,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001167,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",147.3,38.7,55.6,171.3,30,201.3,-55.5,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001169,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",150.6,39.8,55.6,171.3,30,201.3,-58,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001171,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",197.3,42.7,55.6,171.3,30,201.3,-89,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001173,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",200.2,42.2,55.6,171.3,30,201.3,-91,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001175,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",203.3,41.5,55.6,171.3,30,201.3,-93.1,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001177,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",208.7,40,55.6,171.3,30,201.3,-97,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001179,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",211.4,39.2,55.6,171.3,30,201.3,-99,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001181,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",235.9,26.4,55.6,171.3,30,201.3,-121,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001183,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",237.7,25,55.6,171.3,30,201.3,-123,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001185,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",256.4,23.7,55.6,171.3,30,201.3,32.9,TRUE,12/4/2023,12/4/2023 16:30,12/4/2023 16:30
FSS0001187,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",241.2,22.1,55.6,171.3,30,201.3,-127,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001189,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",242.9,20.7,55.6,171.3,30,201.3,-129,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001191,Active,Intelsat License LLC,KA275,"N39 35' 55""","W77 45' 35""",41.25,-75.06,"3,625.00","3,700.00",246.1,17.8,55.6,171.3,30,201.3,-133,TRUE,12/4/2023,12/4/2023 16:28,12/4/2023 16:28
FSS0001193,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",110.4,14.4,50.1,173.7,10.3,184,-18,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001195,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",115.5,19.2,50.1,173.7,10.3,184,-24.5,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001197,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",117.9,21.4,50.1,173.7,10.3,184,-27.5,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001199,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",119.6,22.9,50.1,173.7,10.3,184,-29.5,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001201,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",121.4,24.3,55.6,173.7,10.3,184,-31.5,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001203,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",124.1,26.4,55.6,173.7,10.3,184,-34.5,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001205,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",206,40.8,55.6,173.7,10.3,184,-95.05,TRUE,12/3/2023,12/3/2023 16:57,12/3/2023 16:57
FSS0001207,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",134.7,33.1,50.1,173.7,10.3,184,-45,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001209,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",140.6,36,50.1,173.7,10.3,184,-50.1,TRUE,12/3/2023,12/3/2023 16:56,12/3/2023 16:56
FSS0001211,Active,Intelsat License LLC,E000296,"N39 35' 55""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",144.1,37.5,50.1,173.7,10.3,184,-53,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001213,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",147.3,38.7,50.1,173.7,10.3,184,-55.5,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001215,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",150.6,39.8,50.1,173.7,10.3,184,-58,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001217,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",197.3,42.7,50.1,173.7,10.3,184,-89,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001220,Active,Intelsat License LLC,E000296,"N39 35' 55""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",200.3,42.2,50.1,173.7,10.3,184,-91,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001222,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",203.3,41.5,50.1,173.7,10.3,184,-93.1,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001224,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",208.7,40,50.1,173.7,10.3,184,-97,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001226,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",211.4,39.2,50.1,173.7,10.3,184,-99,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001228,Active,Intelsat License LLC,E000296,"N39 35' 55""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",235.9,26.4,50.1,173.7,10.3,184,-121,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001230,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",237.7,25,50.1,173.7,10.3,184,-123,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001232,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",256.4,23.7,50.1,173.7,10.3,184,32.9,TRUE,12/3/2023,12/3/2023 16:58,12/3/2023 16:58
FSS0001234,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",241.2,22.1,50.1,173.7,10.3,184,-127,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001236,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",242.9,20.7,50.1,173.7,10.3,184,-129,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001238,Active,Intelsat License LLC,E000296,"N39 35' 54""","W77 45' 35""",39.6,-77.76,"3,625.00","4,200.00",246.1,17.8,50.1,173.7,10.3,184,-133,TRUE,12/3/2023,12/3/2023 16:54,12/3/2023 16:54
FSS0001240,Active,Intelsat License LLC,E990551,"N33 47' 46""","W117 05' 19""",33.8,-117.09,"3,625.00","3,700.00",194,49.8,50.7,557.8,9.4,567.2,-125,FALSE,12/1/2023,12/1/2023 21:11,12/1/2023 21:11
FSS0001242,Active,Intelsat License LLC,E020315,"N33 47' 45""","W117 05' 14""",33.8,-117.09,"3,625.00","3,700.00",100.2,6.2,54.8,553,17.4,570.4,-45,TRUE,12/4/2023,12/4/2023 16:05,12/4/2023 16:05
FSS0001244,Active,Intelsat License LLC,E020315,"N33 47' 45""","W117 05' 14""",33.8,-117.09,"3,625.00","3,700.00",103.3,10.4,54.8,553,17.4,570.4,-50.1,TRUE,12/4/2023,12/4/2023 16:06,12/4/2023 16:06
